Id,FiscalYear,Year,DistilledSpiritsTotalTax,Month,Population1,Population2,DistilledSpiritsTotalGallons,DistilledSpiritsPerCapitaConsumption,DistilledSpiritsTaxRatePerGallon,WineTotalTaxCollections,WineTotalGallonsEstimated,WinePerCapitaConsumptionEstimated,AvgWineRate,LowWineTaxRatePerGallon,HighWineTaxRatePerGallon,SparklingWineTaxRatePerGallon,BeerTotalTax,BeerTotalGallons,BeerPerCapitaConsumption,BeerTaxRatePerGallon,AleTotalTax,AleTotalGallons,AlePerCapitaConsumption,AleTaxRatePerGallon
201208,2012,2012,"4,447,516",8,"26,932,619","26,932,619","1,853,132",0.0688,2.4,"901,160","3,580,650",0.1329,0.251675,0.204,0.408,0.516,"8,902,055","45,994,043",1.7077,0.193548,"1,023,444","5,168,909",0.1919,0.198
201209,2013,2012,"6,077,357",9,"26,932,619","26,932,619","2,532,232",0.094,2.4,"1,075,080","4,253,026",0.1579,0.25278,0.204,0.408,0.516,"10,481,611","54,155,098",2.0108,0.193548,"1,160,869","5,862,975",0.2177,0.198
201210,2013,2012,"5,550,211",10,"26,932,619","26,932,619","2,312,588",0.0859,2.4,"962,283","3,773,555",0.1401,0.255007,0.204,0.408,0.516,"8,523,796","44,039,701",1.6352,0.193548,"1,131,790","5,716,111",0.2122,0.198
201211,2013,2012,"6,515,285",11,"26,932,619","26,932,619","2,714,702",0.1008,2.4,"1,191,899","4,645,874",0.1725,0.25655,0.204,0.408,0.516,"8,516,335","44,001,152",1.6337,0.193548,"1,065,869","5,383,177",0.1999,0.198
201212,2013,2012,"6,420,537",12,"26,932,619","26,932,619","2,675,224",0.0993,2.4,"1,334,766","4,924,645",0.1829,0.271038,0.204,0.408,0.516,"8,729,848","45,104,305",1.6747,0.193548,"1,100,251","5,556,823",0.2063,0.198
201301,2013,2013,"9,667,787",1,"26,932,619","26,932,619","4,028,245",0.1496,2.4,"1,554,198","5,225,952",0.194,0.2974,0.204,0.408,0.516,"8,870,790","45,832,507",1.7017,0.193548,"1,062,477","5,366,045",0.1992,0.198
201302,2013,2013,"4,600,313",2,"26,932,619","26,932,619","1,916,797",0.0712,2.4,"955,991","3,754,034",0.1394,0.254657,0.204,0.408,0.516,"6,949,240","35,904,478",1.3331,0.193548,"981,851","4,958,843",0.1841,0.198
201303,2013,2013,"5,900,404",3,"26,932,619","26,932,619","2,458,502",0.0913,2.4,"1,047,957","4,080,814",0.1515,0.256801,0.204,0.408,0.516,"7,127,482","36,825,397",1.3673,0.193548,"984,537","4,972,409",0.1846,0.198
201304,2013,2013,"5,701,692",4,"26,932,619","26,932,619","2,375,705",0.0882,2.4,"1,070,068","4,242,312",0.1575,0.252237,0.204,0.408,0.516,"8,637,483","44,627,085",1.657,0.193548,"1,149,614","5,806,131",0.2156,0.198
201305,2013,2013,"5,959,921",5,"26,932,619","26,932,619","2,483,300",0.0922,2.4,"1,038,085","4,116,673",0.1529,0.252166,0.204,0.408,0.516,"8,745,338","45,184,337",1.6777,0.193548,"1,142,177","5,768,571",0.2142,0.198
201306,2013,2013,"6,637,296",6,"26,932,619","26,932,619","2,765,540",0.1027,2.4,"1,131,658","4,395,966",0.1632,0.257431,0.204,0.408,0.516,"10,315,871","53,298,773",1.979,0.193548,"1,288,494","6,507,545",0.2416,0.198
201307,2013,2013,"6,647,045",7,"26,932,619","26,932,619","2,769,602",0.1028,2.4,"1,014,099","3,977,810",0.1477,0.254939,0.204,0.408,0.516,"9,103,778","47,036,280",1.7464,0.193548,"1,104,744","5,579,515",0.2072,0.198
201308,2013,2013,"6,657,758",8,"26,932,619","26,932,619","2,774,066",0.103,2.4,"1,006,115","3,982,500",0.1479,0.252634,0.204,0.408,0.516,"9,745,700","50,352,884",1.8696,0.193548,"1,174,190","5,930,253",0.2202,0.198
201309,2014,2013,"5,829,785",9,"27,470,110","27,470,110","2,429,077",0.0884,2.4,"1,092,448","4,303,230",0.1567,0.253867,0.204,0.408,0.516,"10,126,376","52,319,714",1.9046,0.193548,"1,226,226","6,193,061",0.2254,0.198
201310,2014,2013,"6,100,175",10,"27,470,110","27,470,110","2,541,740",0.0925,2.4,"1,014,497","3,924,826",0.1429,0.258482,0.204,0.408,0.516,"8,299,937","42,883,094",1.5611,0.193548,"1,070,471","5,406,419",0.1968,0.198
201311,2014,2013,"6,476,749",11,"27,470,110","27,470,110","2,698,645",0.0982,2.4,"1,265,816","4,835,641",0.176,0.261768,0.204,0.408,0.516,"9,066,768","46,845,062",1.7053,0.193548,"1,190,334","6,011,788",0.2188,0.198
201312,2014,2013,"7,084,115",12,"27,470,110","27,470,110","2,951,715",0.1075,2.4,"1,309,892","4,903,887",0.1785,0.267113,0.204,0.408,0.516,"7,870,061","40,662,063",1.4802,0.193548,"1,151,214","5,814,212",0.2117,0.198
201401,2014,2014,"8,940,017",1,"27,470,110","27,470,110","3,725,007",0.1356,2.4,"1,629,433","5,480,862",0.1995,0.297295,0.204,0.408,0.516,"8,499,007","43,911,624",1.5985,0.193548,"1,182,346","5,971,444",0.2174,0.198
201402,2014,2014,"6,251,474.92",2,"27,470,110","27,470,110","2,604,781",0.0948,2.4,"1,060,630.43","4,136,463",0.1506,0.25641,0.204,0.408,0.516,"7,262,336.76","37,522,148",1.3659,0.193548,"1,050,632.64","5,306,225",0.1932,0.198
201403,2014,2014,"5,683,766.21",3,"27,470,110","27,470,110","2,368,236",0.0862,2.4,"1,125,090.19","4,336,577",0.1579,0.259442,0.204,0.408,0.516,"6,958,348.2","35,951,538",1.3088,0.193548,"1,066,959.78","5,388,686",0.1962,0.198
201404,2014,2014,"6,565,777.68",4,"27,470,110","27,470,110","2,735,741",0.0996,2.4,"1,116,389.34","4,379,749",0.1594,0.254898,0.204,0.408,0.516,"8,071,643.52","41,703,575",1.5181,0.193548,"1,171,350.66","5,915,912",0.2154,0.198
201405,2014,2014,"6,642,464.27",5,"27,470,110","27,470,110","2,767,693",0.1008,2.4,"1,168,244.53","4,486,984",0.1633,0.260363,0.204,0.408,0.516,"9,261,873.6","47,853,109",1.742,0.193548,"1,220,225","6,162,753",0.2243,0.198
201406,2014,2014,"6,942,452.6",6,"27,470,110","27,470,110","2,892,689",0.1053,2.4,"1,311,253.51","4,800,946",0.1748,0.273124,0.204,0.408,0.516,"9,991,166.22","51,621,129",1.8792,0.193548,"1,308,452.94","6,608,348",0.2406,0.198
201407,2014,2014,"6,910,005",7,"27,470,110","27,470,110","2,879,169",0.1048,2.4,"1,243,309","4,584,946",0.1669,0.271172,0.204,0.408,0.516,"9,426,478","48,703,567",1.773,0.193548,"1,213,496","6,128,768",0.2231,0.198
201408,2014,2014,"6,876,989",8,"27,470,110","27,470,110","2,865,412",0.1043,2.4,"1,101,963","4,318,189",0.1572,0.255191,0.204,0.408,0.516,"9,799,238","50,629,498",1.8431,0.193548,"1,260,985","6,368,611",0.2318,0.198
201409,2015,2014,"5,695,016",9,"27,470,110","27,470,110","2,372,923",0.0864,2.4,"1,085,147","4,177,305",0.1521,0.259772,0.204,0.408,0.516,"9,444,248","48,795,379",1.7763,0.193548,"1,245,518","6,290,495",0.229,0.198
201410,2015,2014,"7,087,252",10,"27,470,110","27,470,110","2,953,022",0.1075,2.4,"1,152,965","4,426,853",0.1612,0.260448,0.204,0.408,0.516,"8,665,117","44,769,861",1.6298,0.193548,"1,273,701","6,432,833",0.2342,0.198
201411,2015,2014,"4,735,501",11,"27,470,110","27,470,110","1,973,125",0.0718,2.4,"1,066,395","4,070,925",0.1482,0.261954,0.204,0.408,0.516,"9,113,049","47,084,181",1.714,0.193548,"1,466,559","7,406,864",0.2696,0.198
201412,2015,2014,"7,248,691",12,"27,470,110","27,470,110","3,020,288",0.1099,2.4,"1,307,505","4,810,010",0.1751,0.27183,0.204,0.408,0.516,"7,396,345","38,214,526",1.3911,0.193548,"1,143,145","5,773,460",0.2102,0.198
201501,2015,2015,"9,854,310",1,"27,470,110","27,470,110","4,105,962",0.1495,2.4,"1,762,142","5,870,949",0.2137,0.300146,0.204,0.408,0.516,"9,381,958","48,473,547",1.7646,0.193548,"1,340,379","6,769,591",0.2464,0.198
201502,2015,2015,"6,230,767",2,"27,470,110","27,470,110","2,596,153",0.0945,2.4,"1,084,168","4,164,383",0.1516,0.260343,0.204,0.408,0.516,"6,831,251","35,294,867",1.2848,0.193548,"1,045,747","5,281,551",0.1923,0.198
201503,2015,2015,"6,001,143",3,"27,470,110","27,470,110","2,500,476",0.091,2.4,"1,134,503","4,328,578",0.1576,0.262096,0.204,0.408,0.516,"6,993,831","36,134,866",1.3154,0.193548,"952,956","4,812,909",0.1752,0.198
201504,2015,2015,"6,820,323",4,"27,470,110","27,470,110","2,841,801",0.1035,2.4,"1,224,223","4,703,738",0.1712,0.260266,0.204,0.408,0.516,"8,372,378","43,257,373",1.5747,0.193548,"1,246,564","6,295,778",0.2292,0.198
201505,2015,2015,"7,044,683",5,"27,470,110","27,470,110","2,935,285",0.1069,2.4,"1,216,440","4,582,627",0.1668,0.265446,0.204,0.408,0.516,"9,461,364","48,883,812",1.7795,0.193548,"1,285,175","6,490,783",0.2363,0.198
201506,2015,2015,"7,236,150",6,"27,470,110","27,470,110","3,015,062",0.1098,2.4,"1,218,592","4,571,223",0.1664,0.266579,0.204,0.408,0.516,"9,197,589","47,520,972",1.7299,0.193548,"1,253,113","6,328,854",0.2304,0.198
201507,2015,2015,"7,676,612",7,"27,470,110","27,470,110","3,198,588",0.1164,2.4,"1,228,661","4,680,007",0.1704,0.262534,0.204,0.408,0.516,"9,920,930","51,258,241",1.866,0.193548,"1,309,347","6,612,864",0.2407,0.198
201508,2015,2015,"7,321,505",8,"27,470,110","27,470,110","3,050,627",0.1111,2.4,"1,182,290","4,471,021",0.1628,0.264434,0.204,0.408,0.516,"10,152,567","52,455,034",1.9095,0.193548,"1,314,206","6,637,404",0.2416,0.198
201509,2016,2015,"5,681,881",9,"27,695,284","27,695,284","2,367,450",0.0855,2.4,"1,119,613","4,221,721",0.1524,0.265203,0.204,0.408,0.516,"9,083,537","46,931,702",1.6946,0.193548,"1,249,848","6,312,364",0.2279,0.198
201510,2016,2015,"7,582,795",10,"27,695,284","27,695,284","3,159,498",0.1141,2.4,"1,203,506","4,496,617",0.1624,0.267647,0.204,0.408,0.516,"9,521,681","49,195,450",1.7763,0.193548,"1,386,677","7,003,419",0.2529,0.198
201511,2016,2015,"6,984,416",11,"27,695,284","27,695,284","2,910,173",0.1051,2.4,"1,362,267","5,057,590",0.1826,0.269351,0.204,0.408,0.516,"8,894,691","45,955,995",1.6593,0.193548,"1,340,147","6,768,419",0.2444,0.198
201512,2016,2015,"7,613,670",12,"27,695,284","27,695,284","3,172,362",0.1145,2.4,"1,407,661","5,064,440",0.1829,0.27795,0.204,0.408,0.516,"7,986,856","41,265,505",1.49,0.193548,"1,253,512","6,330,869",0.2286,0.198
201601,2016,2016,"10,256,739",1,"27,695,284","27,695,284","4,273,641",0.1543,2.4,"1,846,124","6,065,175",0.219,0.304381,0.204,0.408,0.516,"9,293,614","48,017,102",1.7338,0.193548,"1,393,972","7,040,263",0.2542,0.198
201602,2016,2016,"6,186,399",2,"27,695,284","27,695,284","2,577,666",0.0931,2.4,"1,209,448","4,202,478",0.1517,0.287794,0.204,0.408,0.516,"6,738,387","34,815,069",1.2571,0.193548,"1,085,080","5,480,202",0.1979,0.198
201603,2016,2016,"6,353,336",3,"27,695,284","27,695,284","2,647,223",0.0956,2.4,"1,237,592","4,602,236",0.1662,0.268911,0.204,0.408,0.516,"7,818,908","40,397,772",1.4587,0.193548,"1,160,453","5,860,874",0.2116,0.198
201604,2016,2016,"7,301,331",4,"27,695,284","27,695,284","3,042,221",0.1098,2.4,"1,335,883","4,986,834",0.1801,0.267882,0.204,0.408,0.516,"9,457,021","48,861,373",1.7642,0.193548,"1,413,309","7,137,924",0.2577,0.198
201605,2016,2016,"7,317,862",5,"27,695,284","27,695,284","3,049,109",0.1101,2.4,"1,204,720","4,493,866",0.1623,0.268081,0.204,0.408,0.516,"8,846,780","45,708,455",1.6504,0.193548,"1,229,955","6,211,894",0.2243,0.198
201606,2016,2016,"7,235,231",6,"27,695,284","27,695,284","3,014,680",0.1089,2.4,"1,295,016","4,820,189",0.174,0.268665,0.204,0.408,0.516,"9,871,163","51,001,111",1.8415,0.193548,"1,320,486","6,669,121",0.2408,0.198
201607,2016,2016,"8,540,230",7,"27,695,284","27,695,284","3,558,429",0.1285,2.4,"1,319,669","4,907,037",0.1772,0.268934,0.204,0.408,0.516,"10,394,535","53,705,205",1.9391,0.193548,"1,353,216","6,834,424",0.2468,0.198
201608,2016,2016,"6,747,448",8,"27,695,284","27,695,284","2,811,437",0.1015,2.4,"1,181,860","4,425,215",0.1598,0.267074,0.204,0.408,0.516,"8,831,055","45,627,209",1.6475,0.193548,"1,163,315","5,875,328",0.2121,0.198
201609,2017,2016,"6,083,062",9,"28,240,245","28,240,245","2,534,609",0.0898,2.4,"1,506,037","5,923,543",0.2098,0.254246,0.204,0.408,0.516,"9,767,026","50,463,069",1.7869,0.193548,"1,348,890","6,812,576",0.2412,0.198
201610,2017,2016,"7,298,130",10,"28,240,245","28,240,245","3,040,888",0.1077,2.4,"1,220,351","4,495,360",0.1592,0.271469,0.204,0.408,0.516,"10,919,025","56,415,075",1.9977,0.193548,"1,541,041","7,783,035",0.2756,0.198
201611,2017,2016,"7,752,160",11,"28,240,245","28,240,245","3,230,067",0.1144,2.4,"1,334,119","4,857,613",0.172,0.274645,0.204,0.408,0.516,"8,285,947","42,810,812",1.516,0.193548,"1,232,741","6,225,965",0.2205,0.198
201612,2017,2016,"8,572,065",12,"28,240,245","28,240,245","3,571,694",0.1265,2.4,"1,515,847","5,397,527",0.1911,0.280841,0.204,0.408,0.516,"8,921,064","46,092,256",1.6321,0.193548,"1,336,793","6,751,480",0.2391,0.198
201701,2017,2017,"9,938,637",1,"28,240,245","28,240,245","4,141,099",0.1466,2.4,"1,852,272","6,021,965",0.2132,0.307586,0.204,0.408,0.516,"8,891,792","45,941,017",1.6268,0.193548,"1,320,378","6,668,576",0.2361,0.198
201702,2017,2017,"7,117,681",2,"28,240,245","28,240,245","2,965,700",0.105,2.4,"1,494,429","5,353,402",0.1896,0.279155,0.204,0.408,0.516,"6,755,072","34,901,275",1.2359,0.193548,"1,067,395","5,390,884",0.1909,0.198
201703,2017,2017,"6,230,525",3,"28,240,245","28,240,245","2,596,052",0.0919,2.4,"1,259,714","4,658,826",0.165,0.270393,0.204,0.408,0.516,"7,211,242","37,258,158",1.3193,0.193548,"1,105,525","5,583,460",0.1977,0.198
201704,2017,2017,"7,463,379",4,"28,240,245","28,240,245","3,109,741",0.1101,2.4,"1,348,113","4,983,229",0.1765,0.27053,0.204,0.408,0.516,"9,530,266","49,239,806",1.7436,0.193548,"1,335,434","6,744,616",0.2388,0.198
201705,2017,2017,"7,828,951",5,"28,240,245","28,240,245","3,262,063",0.1155,2.4,"1,241,495","4,567,998",0.1618,0.271781,0.204,0.408,0.516,"8,286,997","42,816,237",1.5161,0.193548,"1,147,988","5,797,919",0.2053,0.198
201706,2017,2017,"7,740,058",6,"28,240,245","28,240,245","3,225,024",0.1142,2.4,"1,378,333","5,012,995",0.1775,0.274952,0.204,0.408,0.516,"10,668,971","55,123,127",1.9519,0.193548,"1,447,050","7,308,333",0.2588,0.198
201707,2017,2017,"8,054,996",7,"28,240,245","28,240,245","3,356,248",0.1188,2.4,"1,382,722","5,106,893",0.1808,0.270756,0.204,0.408,0.516,"10,314,451","53,291,437",1.8871,0.193548,"1,374,060","6,939,697",0.2457,0.198
201708,2017,2017,"7,544,886",8,"28,240,245","28,240,245","3,143,702",0.1113,2.4,"1,312,805","5,011,892",0.1775,0.261938,0.204,0.408,0.516,"8,542,636","44,137,041",1.5629,0.193548,"1,125,622","5,684,960",0.2013,0.198
201709,2018,2017,"6,439,776",9,"28,979,209","29,948,091","2,683,240",0.0926,2.4,"1,288,833","4,750,968",0.1639,0.271278,0.204,0.408,0.516,"9,726,811","50,255,291",1.7342,0.193548,"1,299,308","6,562,162",0.2264,0.198
201710,2018,2017,"8,079,209",10,"28,979,209","29,948,091","3,366,337",0.1162,2.4,"1,301,051","4,757,581",0.1642,0.273469,0.204,0.408,0.516,"8,912,340","46,047,182",1.589,0.193548,"1,279,209","6,460,652",0.2229,0.198
201711,2018,2017,"7,733,496",11,"28,979,209","29,948,091","3,222,290",0.1112,2.4,"1,678,096","5,677,453",0.1959,0.295572,0.204,0.408,0.516,"8,752,037","45,218,948",1.5604,0.193548,"1,237,497","6,249,985",0.2157,0.198
201712,2018,2017,"10,867,733",12,"28,979,209","29,948,091","4,528,222",0.1563,2.4,"1,630,420","5,669,725",0.1956,0.287566,0.204,0.408,0.516,"10,518,787","54,347,175",1.8754,0.193548,"1,409,107","7,116,702",0.2456,0.198
201801,2018,2018,"9,417,009",1,"28,979,209","29,948,091","3,923,754",0.1354,2.4,"1,799,554","5,824,195",0.201,0.308979,0.204,0.408,0.516,"8,439,845","43,605,953",1.5047,0.193548,"1,249,637","6,311,298",0.2178,0.198
201802,2018,2018,"7,410,427",2,"28,979,209","29,948,091","3,087,678",0.1065,2.4,"1,237,849","4,573,227",0.1578,0.270673,0.204,0.408,0.516,"6,739,589","34,821,279",1.2016,0.193548,"1,067,468","5,391,253",0.186,0.198
201803,2018,2018,"6,687,510",3,"28,979,209","29,948,091","2,786,462",0.0962,2.4,"1,296,113","4,687,214",0.1617,0.276521,0.204,0.408,0.516,"6,951,190","35,914,553",1.2393,0.193548,"1,027,479","5,189,288",0.1791,0.198
201804,2018,2018,"8,258,720",4,"28,979,209","29,948,091","3,441,133",0.1187,2.4,"1,407,518","5,100,960",0.176,0.275932,0.204,0.408,0.516,"9,474,402","48,951,175",1.6892,0.193548,"1,299,034","6,560,778",0.2264,0.198
201805,2018,2018,"7,359,441",5,"28,979,209","29,948,091","3,066,434",0.1058,2.4,"1,218,255","4,493,748",0.1551,0.2711,0.204,0.408,0.516,"8,430,144","43,555,831",1.503,0.193548,"1,183,476","5,977,152",0.2063,0.198
201806,2018,2018,"8,233,340",6,"28,979,209","29,948,091","3,430,558",0.1184,2.4,"1,463,065","5,265,589",0.1817,0.277854,0.204,0.408,0.516,"10,831,711","55,963,952",1.9312,0.193548,"1,430,793","7,226,227",0.2494,0.198
201807,2018,2018,"7,691,686",7,"28,979,209","29,948,091","3,204,869",0.1106,2.4,"1,377,392","5,000,171",0.1725,0.275469,0.204,0.408,0.516,"9,844,008","50,860,810",1.7551,0.193548,"1,256,950","6,348,232",0.2191,0.198
201808,2018,2018,"8,172,542",8,"28,979,209","29,948,091","3,405,226",0.1175,2.4,"1,307,576","4,830,993",0.1667,0.270664,0.204,0.408,0.516,"9,201,386","47,540,589",1.6405,0.193548,"1,224,228","6,182,970",0.2134,0.198
201809,2019,2018,"7,243,401",9,"29,948,091","29,948,091","3,018,084",0.1008,2.4,"1,422,804","5,200,953",0.1737,0.273566,0.204,0.408,0.516,"10,254,127","52,979,762",1.7691,0.193548,"1,380,550","6,972,475",0.2328,0.198
201810,2019,2018,"6,837,338",10,"29,948,091","29,948,091","2,848,891",0.0951,2.4,"1,192,320","4,354,187",0.1454,0.273833,0.204,0.408,0.516,"7,918,012","40,909,810",1.366,0.193548,"1,170,790","5,913,081",0.1974,0.198
201811,2019,2018,"8,476,044",11,"29,948,091","29,948,091","3,531,685",0.1179,2.4,"1,485,854","5,323,180",0.1777,0.279129,0.204,0.408,0.516,"8,563,929","44,247,055",1.4775,0.193548,"1,282,491","6,477,227",0.2163,0.198
201812,2019,2018,"8,938,682",12,"29,948,091","29,948,091","3,724,451",0.1244,2.4,"1,619,001","5,636,307",0.1882,0.287245,0.204,0.408,0.516,"8,463,519","43,728,269",1.4601,0.193548,"1,285,237","6,491,096",0.2167,0.198
201901,2019,2019,"10,374,857",1,"29,948,091","29,948,091","4,322,857",0.1443,2.4,"1,852,541","5,959,540",0.199,0.310853,0.204,0.408,0.516,"8,762,591","45,273,477",1.5117,0.193548,"1,232,425","6,224,369",0.2078,0.198
201902,2019,2019,"8,009,879",2,"29,948,091","29,948,091","3,337,450",0.1114,2.4,"1,227,862","4,511,379",0.1506,0.27217,0.204,0.408,0.516,"7,091,532","36,639,655",1.2234,0.193548,"1,395,665","7,048,813",0.2354,0.198
201903,2019,2019,"7,190,429",3,"29,948,091","29,948,091","2,996,012",0.1,2.4,"1,265,015","4,587,127",0.1532,0.275775,0.204,0.408,0.516,"6,894,871","35,623,571",1.1895,0.193548,"1,041,311","5,259,146",0.1756,0.198
201904,2019,2019,"7,444,768",4,"29,948,091","29,948,091","3,101,987",0.1036,2.4,"1,296,366","4,682,710",0.1564,0.276841,0.204,0.408,0.516,"8,435,387","43,582,920",1.4553,0.193548,"1,210,944","6,115,879",0.2042,0.198
201905,2019,2019,"8,894,723",5,"29,948,091","29,948,091","3,706,135",0.1238,2.4,"1,371,677","4,936,914",0.1648,0.277841,0.204,0.408,0.516,"9,156,484","47,308,595",1.5797,0.193548,"1,238,904","6,257,091",0.2089,0.198
201906,2019,2019,"9,351,020",6,"29,948,091","29,948,091","3,896,258",0.1301,2.4,"1,433,327","5,108,334",0.1706,0.280586,0.204,0.408,0.516,"10,274,137","53,083,147",1.7725,0.193548,"1,362,154","6,879,566",0.2297,0.198
201907,2019,2019,"7,722,714",7,"29,948,091","29,948,091","3,217,798",0.1074,2.4,"1,360,317","4,875,374",0.1628,0.279018,0.204,0.408,0.516,"9,421,177","48,676,179",1.6254,0.193548,"1,217,319","6,148,076",0.2053,0.198
201908,2019,2019,"8,822,306",8,"29,948,091","29,948,091","3,675,961",0.1227,2.4,"1,344,241","4,859,768",0.1623,0.276606,0.204,0.408,0.516,"9,762,111","50,437,674",1.6842,0.193548,"1,279,406","6,461,646",0.2158,0.198
201909,2020,2019,"7,689,988",9,"29,948,091","30,103,821","3,204,162",0.107,2.4,"1,434,813","4,988,884",0.1666,0.287602,0.204,0.408,0.516,"10,254,087","52,979,555",1.769,0.193548,"1,360,839","6,872,924",0.2295,0.198
201910,2020,2019,"7,311,636",10,"29,948,091","30,103,821","3,046,515",0.1017,2.4,"1,194,825","4,286,491",0.1431,0.278742,0.204,0.408,0.516,"8,335,112","43,064,831",1.438,0.193548,"1,196,320","6,042,020",0.2017,0.198
201911,2020,2019,"8,867,265",11,"29,948,091","30,103,821","3,694,694",0.1234,2.4,"1,462,099","5,089,297",0.1699,0.287289,0.204,0.408,0.516,"9,342,138","48,267,810",1.6117,0.193548,"1,366,012","6,899,051",0.2304,0.198
201912,2020,2019,"9,037,078",12,"29,948,091","30,103,821","3,765,449",0.1257,2.4,"1,615,103","5,451,990",0.182,0.296241,0.204,0.408,0.516,"8,212,110","42,429,320",1.4168,0.193548,"1,246,612","6,296,020",0.2102,0.198
202001,2020,2020,"11,171,095",1,"29,948,091","30,103,821","4,654,623",0.1554,2.4,"2,005,532","6,320,419",0.211,0.31731,0.204,0.408,0.516,"9,362,398","48,372,486",1.6152,0.193548,"1,345,826","6,797,101",0.227,0.198
202002,2020,2020,"7,970,569",2,"29,948,091","30,103,821","3,321,070",0.1109,2.4,"1,297,139","4,602,558",0.1537,0.28183,0.204,0.408,0.516,"7,575,395","39,139,619",1.3069,0.193548,"1,156,624","5,841,535",0.1951,0.198
202003,2020,2020,"7,522,205",3,"29,948,091","30,103,821","3,134,252",0.1047,2.4,"1,365,920","4,673,983",0.1561,0.292239,0.204,0.408,0.516,"6,202,528","32,046,459",1.0701,0.193548,"853,167","4,308,924",0.1439,0.198
202004,2020,2020,"8,872,646",4,"29,948,091","30,103,821","3,696,936",0.1234,2.4,"1,586,728","5,769,815",0.1927,0.275005,0.204,0.408,0.516,"9,796,500","50,615,351",1.6901,0.193548,"1,453,433","7,340,571",0.2451,0.198
202005,2020,2020,"9,376,263",5,"29,948,091","30,103,821","3,906,776",0.1305,2.4,"1,468,629","5,343,889",0.1784,0.274824,0.204,0.408,0.516,"8,974,688","46,369,314",1.5483,0.193548,"1,246,186","6,293,869",0.2102,0.198
202006,2020,2020,"9,663,561",6,"29,948,091","30,103,821","4,026,484",0.1344,2.4,"1,540,013","5,518,415",0.1843,0.279068,0.204,0.408,0.516,"10,820,038","55,903,641",1.8667,0.193548,"1,264,578","6,386,758",0.2133,0.198
202007,2020,2020,"11,824,712",7,"29,948,091","30,103,821","4,926,963",0.1645,2.4,"1,704,240","6,024,774",0.2012,0.282872,0.204,0.408,0.516,"11,176,632","57,746,047",1.9282,0.193548,"1,356,835","6,852,702",0.2288,0.198
202008,2020,2020,"7,872,931",8,"29,948,091","30,103,821","3,280,388",0.1095,2.4,"1,341,620","4,856,719",0.1622,0.27624,0.204,0.408,0.516,"10,220,802","52,807,583",1.7633,0.193548,"1,226,334","6,193,606",0.2068,0.198
202009,2021,2020,"8,213,975",9,"30,103,821","29,719,842","3,422,490",0.1137,2.4,"1,472,149","5,254,879",0.1746,0.280149,0.204,0.408,0.516,"9,585,342","49,524,366",1.6451,0.193548,"1,159,362","5,855,364",0.1945,0.198
202010,2021,2020,"10,192,169",10,"30,103,821","29,719,842","4,246,737",0.1411,2.4,"1,497,094","5,212,995",0.1732,0.287185,0.204,0.408,0.516,"10,101,813","52,192,805",1.7338,0.193548,"1,240,138","6,263,323",0.2081,0.198
202011,2021,2020,"9,968,375",11,"30,103,821","29,719,842","4,153,490",0.138,2.4,"1,602,634","5,436,048",0.1806,0.294816,0.204,0.408,0.516,"9,447,011","48,809,654",1.6214,0.193548,"1,185,428","5,987,010",0.1989,0.198
202012,2021,2020,"9,708,376",12,"30,103,821","29,719,842","4,045,157",0.1344,2.4,"1,610,710","5,355,395",0.1779,0.300764,0.204,0.408,0.516,"8,841,075","45,678,979",1.5174,0.193548,"1,170,719","5,912,722",0.1964,0.198
202101,2021,2021,"11,803,222",1,"30,103,821","29,719,842","4,918,009",0.1634,2.4,"2,087,616","6,629,289",0.2202,0.314908,0.204,0.408,0.516,"9,632,091","49,765,903",1.6531,0.193548,"1,198,539","6,053,227",0.2011,0.198
202102,2021,2021,"9,737,082",2,"30,103,821","29,719,842","4,057,118",0.1348,2.4,"1,250,294","4,362,566",0.1449,0.286596,0.204,0.408,0.516,"6,907,070","35,686,600",1.1855,0.193548,"900,413","4,547,540",0.1511,0.198
202103,2021,2021,"8,113,328",3,"30,103,821","29,719,842","3,380,553",0.1123,2.4,"1,345,664","4,608,312",0.1531,0.292008,0.204,0.408,0.516,"7,462,239","38,554,979",1.2807,0.193548,"1,003,082","5,066,071",0.1683,0.198
202104,2021,2021,"10,805,240",4,"30,103,821","29,719,842","4,502,183",0.1496,2.4,"1,722,587","5,871,742",0.195,0.293369,0.204,0.408,0.516,"9,843,362","50,857,472",1.6894,0.193548,"1,226,870","6,196,313",0.2058,0.198
202105,2021,2021,"8,733,868",5,"30,103,821","29,719,842","3,639,112",0.1209,2.4,"1,305,684","4,566,686",0.1517,0.285915,0.204,0.408,0.516,"7,997,432","41,320,148",1.3726,0.193548,"1,093,120","5,520,808",0.1834,0.198
202106,2021,2021,"9,048,437",6,"30,103,821","29,719,842","3,770,182",0.1252,2.4,"1,460,989","5,059,983",0.1681,0.288734,0.204,0.408,0.516,"12,132,666","62,685,566",2.0823,0.193548,"1,317,734","6,655,222",0.2211,0.198
202107,2021,2021,"11,834,881",7,"30,103,821","29,719,842","4,931,200",0.1638,2.4,"1,599,891","5,505,551",0.1829,0.290596,0.204,0.408,0.516,"11,108,238","57,392,678",1.9065,0.193548,"1,241,221","6,268,793",0.2082,0.198
